"(Intercept)" "bio1" "bio12" "bio15" "bio16" "bio17" "bio4" "bio5" "bio6" "et0" "prop_bee_angios" "srad" "wind.1" "df" "logLik" "AICc" "delta" "weight"
"429" 0.792509383522053 NA NA -0.00144052348296312 -0.000143336809538157 NA -7.83968709819001e-06 NA 0.00057159575986814 -7.72159709280363e-05 NA NA NA 9 21.3781987975883 -20.4706833094624 9.01988985792187 0.000165215235357121
"2568" 0.649643046231552 0.000570694024825959 -5.71102294642869e-05 -0.00187908819362243 NA NA NA NA NA NA -0.0742423721275436 NA -0.0112559453050227 9 21.3780093512592 -20.4703044168042 9.02026875058009 0.000165183938901863
"674" 0.485155031816761 -0.000340213872102527 NA NA NA NA 6.07698839527535e-06 NA 0.000772219808871072 NA 0.193419837530298 NA NA 8 19.909356852488 -20.4698764956736 9.02069667171061 0.000165148599833642
"107" 0.498315457267938 NA -2.88494918115259e-05 NA 5.24167598469152e-07 NA -1.69374233254523e-05 0.000343288770682956 NA NA NA NA NA 8 19.9088955010528 -20.4689537928033 9.02161937458098 0.000165072425862926
"2370" 0.464196114761037 0.000688873978030597 NA NA NA NA NA -7.59895075663349e-05 NA -5.2189075383582e-05 NA NA 0.0112601071319128 8 19.9070269885564 -20.4652167678106 9.02535639957368 0.000164764273954899
"2933" 0.882349714901392 NA NA -0.0045920477598043 NA -0.000765174276542889 -4.96767799804276e-05 0.00125520573007446 NA -0.000206930085927791 1.19384517948556 NA 0.0210106324715735 11 24.5278580017276 -20.4557160034552 9.0348571639291 0.000163983436790228
"2216" 1.06686265618785 -0.000833687395938044 -9.6489144009857e-05 -0.00309538262223398 NA NA -2.19191879716188e-05 NA 0.000849084549827434 NA NA NA -0.0289515473888632 10 22.910544300778 -20.4552349430195 9.03533822436475 0.00016394399856169
"2221" 0.842153662971669 NA NA -0.00180451703714064 -0.00016214217007981 NA -2.42472479703254e-05 NA 0.000109170404154406 NA NA NA -0.0195594613691084 9 21.3702719689808 -20.4548296522473 9.03574351513699 0.000163910779432765
"416" 1.04620865996232 -0.00119238247516072 -0.000384105492178248 -0.00444335281523485 0.000682875770414429 0.000346610276173663 NA NA 0.001687493216593 -5.79109836450459e-05 NA NA NA 11 24.5233866560209 -20.4467733120418 9.04379985534248 0.000163251846968557
"2349" 0.910588321137772 NA NA -0.00191847147438839 -0.000174723670038091 NA -2.99436210815875e-05 NA NA -1.43110121437868e-05 NA NA -0.0218265891097687 9 21.3640560008527 -20.442397715991 9.04817545139321 0.000162895075314588
"2690" 0.493429600836093 -0.000197784219386596 NA NA NA NA NA NA 0.000571376156269872 NA 0.259944147596146 NA -0.00191072961237476 8 19.8952629071075 -20.4416886049126 9.04888456247164 0.000162837330200854
"1103" 0.622199695882709 NA -0.000192601181176886 -0.00299994416202532 0.000419740620460037 NA NA 0.000427227157145103 NA NA NA -8.39517309922148e-07 NA 9 21.3623247548883 -20.4389352240624 9.05163794332186 0.000162613307847612
"2094" 0.842856905974088 9.3545661050329e-05 NA -0.00183426160156128 -0.00016389981599017 NA -2.65490305705705e-05 NA NA NA NA NA -0.0193018851127396 9 21.3619296685308 -20.4381450513474 9.05242811603686 0.000162549074237881
"1719" 1.19174252352483 NA -4.59762617035738e-05 -0.00416364901466608 NA -0.000430382529409752 -3.87280866483733e-05 NA 0.000385581173722656 NA 0.864974137295387 -1.59731255707944e-05 NA 11 24.5183786672928 -20.4367573345855 9.05381583279874 0.000162436327320127
"1117" 0.675162469664682 NA NA -0.00286604550847558 6.45076340496238e-05 -0.000552788834224484 NA 0.000420063554771405 NA NA NA -3.58616331504601e-06 NA 9 21.3586100375208 -20.4315057893273 9.05906737805697 0.00016201036594148
"121" 0.500595554127469 NA NA NA -5.32006245925692e-05 -7.64235735857796e-05 -1.6779282417947e-05 0.00034014612321682 NA NA NA NA NA 8 19.888739272552 -20.4286413358018 9.06193183158248 0.00016177849644402
"424" 0.938450350172721 0.000252037222438749 -9.16589109010524e-05 -0.00275205264464176 NA NA -1.75176666743141e-05 NA 0.000387940265447029 -9.51598135814477e-05 NA NA NA 10 22.8969134901909 -20.4279733218452 9.06259984553905 0.000161724470320325
"2210" 0.524964355858532 -0.00062656003236273 NA NA NA NA 1.25862726241053e-05 NA 0.0010064280737782 NA NA NA -0.00479296550457982 8 19.8872178225359 -20.4255984357694 9.06497473161487 0.000161532545696314
"2279" 1.04813000203941 NA -9.43196531464156e-05 -0.00299650505270056 NA NA -1.61024042935723e-05 -0.000503573558811892 0.000540590346468635 NA NA NA -0.0253843878609192 10 22.8955302010429 -20.4252067435491 9.06536642383512 0.000161500913273225
"2721" 0.461833884246796 NA NA NA NA NA 1.30490080958513e-06 NA 0.000444936701146947 NA 0.223424082108014 NA -3.76696618224076e-05 8 19.8857184221232 -20.4225996349441 9.06797353244013 0.000161290525218788
"2157" 0.861963221847245 NA NA -0.00187733090631982 -0.000166914734958094 NA -2.88264837610754e-05 4.48366374320617e-05 NA NA NA NA -0.0207266256537417 9 21.3492274202289 -20.4127405547435 9.07783261264078 0.000160497393600095
"450" 0.520534590948157 -0.000170852755618885 NA NA NA NA NA 0.000161482848755316 0.000462353419416103 -3.64871838524698e-05 NA NA NA 8 19.8796099511234 -20.4103826929444 9.08019047443982 0.000160308289755573
"334" 0.758307884957095 0.00129327171299504 NA -0.00135360190503016 -0.000138492691384038 NA NA -0.000741348035348534 NA -6.07039384884946e-05 NA NA NA 9 21.3467836372513 -20.4078529887883 9.08272017859595 0.000160105651662766
"398" 0.757367081784314 8.78890625815726e-05 NA -0.00128557549362666 -0.00013717194685638 NA NA NA 0.000641079748149518 -9.09297198152392e-05 NA NA NA 9 21.3428507952589 -20.3999873048035 9.0905858625808 0.000159477218007828
"625" 0.464455222735118 NA NA NA NA -0.000133102025386094 -1.41980175945711e-05 0.000331292003315079 NA NA 0.12195022078256 NA NA 8 19.8732983775408 -20.3977595457793 9.0928136216049 0.000159299678499217
"3157" 0.743677085333661 NA NA -0.00282912154984704 NA -0.000482741717478056 NA 0.000261410580166804 NA NA NA -4.45098244081233e-07 -0.0183271955341006 9 21.3411783545591 -20.3966424234038 9.09393074398041 0.000159210724726961
"2256" 1.13846538423805 -0.00258973214708877 -0.000281084563484529 -0.00467072709738413 0.000503350490416434 NA NA 0.000342909319692607 0.0023632372649198 NA NA NA -0.0225151969019683 11 24.4979489056589 -20.3958978113178 9.0946753560664 0.000159151460644907
"461" 0.766575983777502 NA NA -0.00129743299778924 -0.000136364872623007 NA NA -1.30056851122357e-05 0.000707540847230784 -8.7652943674979e-05 NA NA NA 9 21.3403153400804 -20.3949163944464 9.09565677293783 0.000159073382838898
"432" 1.04675183809355 -0.00134025020039617 -0.000274533278853332 -0.00433074438696804 0.000497228882207164 NA 8.67994968379483e-06 NA 0.00192598046417745 -7.26266545619252e-05 NA NA NA 11 24.4916564733909 -20.3833129467818 9.10726022060247 0.000158153155037615
"558" 0.708081748136206 0.000309036055770207 NA -0.00181335446384045 -0.000124475876234651 NA -3.01082887982471e-05 NA NA NA 0.481732907648417 NA NA 9 21.3332070065401 -20.380699727366 9.10987344001824 0.000157946645532952
"2161" 0.475788142646053 NA NA NA NA -0.000139635180939334 -1.18644260668893e-05 0.000312447155779327 NA NA NA NA -0.0015865813608854 8 19.8604980854101 -20.3721589615178 9.11841420586642 0.000157273590998075
"2575" 0.81916896755778 NA -0.000180666318499404 -0.0030524779646757 0.00035085266331796 NA NA NA NA NA -0.325066066572864 NA -0.0160856847002505 9 21.3287989348501 -20.3718835839859 9.11868958339839 0.000157251937682152
"1111" 0.68493608252165 NA 3.2009524079604e-05 -0.00280020435025097 NA -0.000630945477416995 NA 0.000425140231006111 NA NA NA -4.27063763945147e-06 NA 9 21.3284207908011 -20.3711272958879 9.1194458714964 0.000157192485039263
"2224" 1.13927899077452 -0.00213658985974501 -0.000276857711900593 -0.00457787275070712 0.000494503728458246 NA 4.97960445514636e-06 NA 0.0022507094278064 NA NA NA -0.0214944104743176 11 24.4810121036167 -20.3620242072334 9.12854896015083 0.00015647864225161
"2608" 1.01917436796649 0.000133668804734506 -0.00024490791763449 -0.00496900285001127 0.000397519189509367 NA -4.7096673264014e-05 NA NA NA 0.813948830297637 NA -0.0105909987579357 11 24.4754519919198 -20.3509039838396 9.13966918354463 0.000155611017802141
"848" 0.984762067109994 0.00226669042023734 -0.000228919250014702 -0.00414669118157437 0.000378446722489118 NA NA -0.00162912110487533 NA -7.73238275527243e-05 0.931533031301438 NA NA 11 24.4752706889568 -20.3505413779136 9.14003178947068 0.000155582807620906
"782" 0.657917433733627 0.00110715502657374 NA -0.00119886200395765 -0.000129595608537411 NA NA NA NA -0.000134468912050928 0.459131722285402 NA NA 9 21.3144798785319 -20.3432454713496 9.14732769603466 0.000155016282763586
"616" 0.88440219138137 0.00118885671593985 -8.06383261623449e-05 -0.00292703921164208 NA NA -2.39746738570334e-05 -0.000913506757086411 NA NA 0.644406265356755 NA NA 10 22.8538611772321 -20.3418686959277 9.14870447145655 0.000154909608180484
"2601" 0.66701012172628 NA NA NA -9.9486383196054e-05 NA -2.17259017093208e-05 NA NA NA 0.15668587271015 NA -0.0174226567321528 8 19.8429876961355 -20.3371381829687 9.15343498441555 0.000154543640200681
"1757" 1.21050268135332 NA NA -0.00385756992407944 -2.88314290273921e-05 -0.000633149604203527 NA -0.000867627421837836 0.0012678093348077 NA 0.735830936965628 -1.52439213877946e-05 NA 11 24.4675208962881 -20.3350417925761 9.15553137480813 0.000154381733169316
"624" 0.973057349095968 0.000974227855743383 -0.000248745459903371 -0.00476950675571238 0.000430227878796138 NA -3.03359294929315e-05 -0.000745231245080433 NA NA 0.843025865043014 NA NA 11 24.4662999405481 -20.3325998810961 9.15797328628814 0.000154193354930199
"3463" 0.954049408750614 NA -8.4175073626537e-05 -0.00235648620372478 NA NA NA NA 0.000830548837972231 -8.66046437272374e-05 NA -5.65803699755289e-06 -0.00262220367026932 10 22.8483383937603 -20.330823128984 9.15975003840028 0.000154056434073285
"1668" 0.905503051554468 -0.000903797101373994 -3.8626921594701e-05 NA NA NA NA NA 0.0014139990142082 NA 0.465799321964155 -1.91546243620533e-05 NA 9 21.3076200285192 -20.3295257713241 9.16104739606014 0.000153956533331138
"2091" 0.661627987969299 NA -1.40158189288609e-05 NA -6.29216286472743e-05 NA -1.87472353258188e-05 NA NA NA NA NA -0.0162335783806059 8 19.8356379245408 -20.3224386397793 9.16813452760498 0.000153411943693646
"2573" 0.728960144461548 NA NA -0.00112990018250285 -8.4553775495945e-05 NA NA NA NA NA -0.341697269817311 NA -0.0230324164973039 8 19.8349675377589 -20.3210978662155 9.16947530116875 0.000153309132819787
"2242" 0.496405927594918 0.00051862399127223 NA NA NA NA NA -0.000319760405126316 0.000111568691578991 NA NA NA 0.00210978311277478 8 19.8345430522045 -20.3202488951066 9.17032427227763 0.000153244069117819
"2105" 0.662799432187493 NA NA NA -8.85436907830071e-05 -4.08600008673884e-05 -1.85725396670787e-05 NA NA NA NA NA -0.0164919309923791 8 19.8343231289727 -20.319809048643 9.17076411874123 0.000153210370892531
"3286" 1.33965641636253 -0.00396159167259731 NA -0.00413060406458042 NA -0.000764044287640831 NA 0.0011688209399416 0.00308978690478304 NA NA -1.73953368759886e-05 -0.0145888624885299 11 24.4598246059331 -20.3196492118663 9.17092395551799 0.000153198127055867
"3101" 0.7744671738498 NA NA -0.0031496509277685 4.07122248011707e-05 -0.000569584473719255 NA NA NA NA NA 3.11212355951208e-06 -0.022201055705722 9 21.3026518449619 -20.3195894042094 9.17098376317483 0.000153193545913858
"2099" 0.65762583836379 NA -4.78265135148852e-05 NA NA 9.88545001463951e-05 -1.90878140176908e-05 NA NA NA NA NA -0.015490968425568 8 19.8322953077313 -20.3157534061602 9.17481976122404 0.000152900002440257
"2248" 1.06407617595883 -0.000273127487441504 -9.06166352756487e-05 -0.00277053831450658 NA NA NA -0.000737416399268907 0.00107471700725157 NA NA NA -0.0285274663088659 10 22.8386385046228 -20.3114233507091 9.17914981667514 0.000152569327784801
"2333" 0.790478229302361 NA NA -0.00307251987423987 4.23762289094088e-05 -0.000553952505094131 NA NA NA 1.5247992693692e-05 NA NA -0.0202707979874768 9 21.2963642549118 -20.3070142241093 9.18355894327499 0.000152233349522819
"2671" 1.03718205786212 NA -0.000244859913085103 -0.00501690049826445 0.000394171478281355 NA -5.00800003740264e-05 8.47274450661222e-05 NA NA 0.80837074345356 NA -0.0120678604468952 11 24.4532777376956 -20.3065554753912 9.18401769199309 0.000152198435100236
"333" 0.518690013957873 NA NA -0.000857080707057574 -5.44849922090699e-05 NA NA 0.000759921133254237 NA -7.7371926039328e-05 NA NA NA 8 19.824206081453 -20.2995749536038 9.19099821378047 0.000151668148811198
"3095" 0.781589754742309 NA 1.98230637491998e-05 -0.00311470437535654 NA -0.000618388973653948 NA NA NA NA NA 2.81342303185129e-06 -0.0227377608477643 9 21.2919454350036 -20.2981765842928 9.19239658309141 0.000151562141832371
"2327" 0.796352388414258 NA 2.07547760327124e-05 -0.00304536473512929 NA -0.000607350449126395 NA NA NA 1.35755709785613e-05 NA NA -0.0209736900769467 9 21.286400617066 -20.2870869484176 9.20348621896662 0.000150724082938846
"2345" 0.67484351093125 NA NA NA -0.000101871321135341 NA -1.93288986912839e-05 NA NA -2.60667324341117e-06 NA NA -0.0171866731265935 8 19.8179277007397 -20.2870181921772 9.20355497520708 0.000150718901417267
"1188" 0.930063816844143 -0.00148516195676202 -3.88639027479492e-05 NA NA NA 2.08446966136479e-05 NA 0.00205883846789195 NA NA -1.91528512795605e-05 NA 9 21.2843273785683 -20.2829404714224 9.20763269596186 0.000150411919673843
"2595" 0.635602441229413 NA -3.20816692261216e-05 NA NA NA -1.94373033659389e-05 NA NA NA 0.135566710354255 NA -0.0138998546553239 8 19.8143311716258 -20.2798251339492 9.21074803343502 0.000150177810108868
"1101" 0.609685731885033 NA NA -0.00086688361245497 -3.66486083078921e-05 NA NA 0.000488746350604491 NA NA NA -8.57648610451504e-06 NA 8 19.8073217973412 -20.2658063853802 9.22476678200409 0.000149128838241578
"2079" 0.815324082992202 NA -1.96827192291273e-05 -0.00309257612440084 7.66834435003862e-05 -0.000500678197999051 NA NA NA NA NA NA -0.0199307926310328 9 21.2753242165562 -20.264934147398 9.2256390199862 0.000149063814503181
"2152" 1.01183422362845 0.000439643210334987 -9.43326555611769e-05 -0.00308971878954781 NA NA -2.69584598182138e-05 -0.000406280729030248 NA NA NA NA -0.0216984833771642 10 22.8130854324732 -20.2603172064097 9.2302559609745 0.000148720101963421
"2339" 0.633375450170696 NA -3.24726738440563e-05 NA NA NA -1.7169276925118e-05 NA NA 2.76424709137805e-06 NA NA -0.0137496413125507 8 19.7959449368376 -20.2430526643728 9.2475205030114 0.000147441834849078
"2594" 0.434231421274737 0.000426757603260287 NA NA NA NA -6.64659947842014e-06 NA NA NA 0.248716851995422 NA 0.00258435925000511 8 19.7940659966028 -20.2392947839032 9.25127838348105 0.000147165060555888
"685" 0.726702046066521 NA NA -0.00176256706097995 -0.000118656502515843 NA -2.61911853953396e-05 NA 0.000267510437448872 NA 0.446455263711048 NA NA 9 21.2611953152409 -20.2366763447675 9.25389682261678 0.000146972515248447
"2125" 0.598875457691559 NA NA -0.00104330847172484 -5.88330264697348e-05 NA NA 0.000264636888732798 NA NA NA NA -0.0175829729729347 8 19.7891086817875 -20.2293801542726 9.26119301311162 0.000146437322325004
"865" 0.475192420373735 NA NA NA NA NA -1.6424490694351e-05 0.000568269263354976 NA -6.28394778677366e-05 0.409316321005034 NA NA 8 19.7820330188791 -20.2152288284559 9.27534433892836 0.000145404838257246
"1202" 0.899499599619165 -0.00194287574710438 NA NA NA -0.000231820015792811 3.45046015823827e-05 NA 0.00253893431619811 NA NA -1.85571531102289e-05 NA 9 21.2504668894134 -20.2152194931125 9.27535367427173 0.000145404159556783
"608" 0.955906154857917 0.00239553550744923 -0.000437055617282763 -0.00429434170849184 0.000772123016326665 0.000618745170729781 NA -0.00207867013523568 NA NA 0.891322783150511 NA NA 11 24.4066702669611 -20.2133405339222 9.27723263346209 0.000145267619464183
"2696" 1.04751975085061 -0.00172352636122354 -8.73561724448139e-05 -0.00273466104550158 NA NA NA NA 0.00188423089028145 NA 0.25115027615362 NA -0.0346244922063648 10 22.7892392833374 -20.2126249081381 9.27794825924613 0.000145215650135348
"621" 0.718060085558985 NA NA -0.00188194414375044 -0.000125094933950039 NA -3.65189473408144e-05 0.000248342354786221 NA NA 0.460079826469076 NA NA 9 21.2454146469951 -20.2051150082758 9.2854581591084 0.000144671395104552
"1731" 0.852167639404676 NA -3.81908188986173e-05 NA NA NA NA -0.000415285118629346 0.000903995926551504 NA 0.502934101669957 -1.64593822449937e-05 NA 9 21.2435791367842 -20.2014439878541 9.28912917953015 0.000144406092838611
"3087" 0.719377234112495 NA -0.000194841154698403 -0.00323740417910101 0.00040139062266259 NA NA NA NA NA NA 5.59455239606139e-06 -0.020846131639649 9 21.2367727642216 -20.187831242729 9.30274192465527 0.000143426548523807
"680" 0.847462205286129 0.000663517590029411 -8.4184970672076e-05 -0.00320895897100945 NA NA -4.89255575969227e-05 NA -0.000396839254318593 NA 0.635888708920544 NA NA 10 22.7761579448361 -20.1864622311355 9.30411093624871 0.000143328405813398
"456" 0.918167224458215 -0.000238272529944071 -8.59293231804354e-05 -0.00241855231654091 NA NA NA 2.12114134863946e-05 0.00103626873661303 -0.000112760231845237 NA NA NA 10 22.774650341168 -20.1834470237995 9.30712614358477 0.00014311248618457
"2870" 0.927028596725598 0.000942269982629353 NA -0.00435621442183059 NA -0.000732052665068307 -2.88298295881179e-05 NA NA -0.000150603589338308 1.09281781096064 NA 0.0132948609706068 11 24.3907130531059 -20.1814261062118 9.3091470611725 0.000142967949950645
"1251" 0.869235769641927 NA -3.85597980303464e-05 NA NA NA 2.83692578052393e-05 -0.00089151560071363 0.00141646332238937 NA NA -1.47415145152053e-05 NA 9 21.2328833781733 -20.1800524706323 9.31052069675196 0.000142869790731864
"3349" 0.797154528302064 NA NA -0.00299487233394432 NA -0.000503415899555759 NA NA NA -3.00778791819506e-07 NA 2.939956800009e-06 -0.0269519783543907 9 21.2252082718606 -20.1647022580069 9.3258709093773 0.000141777447187786
"2319" 0.74770186613009 NA -0.000184635508377457 -0.00308913261630045 0.000385230666891893 NA NA NA NA 2.80580717026316e-05 NA NA -0.0175472572981845 9 21.2243856121973 -20.1630569386804 9.32751622870384 0.000141660860562955
"1725" 1.16774929195819 NA NA -0.00410688637410989 -6.39077248929445e-05 -0.00058261091174776 -3.56584455556372e-05 NA 0.000386768999014483 NA 0.826529680119567 -1.55357436900923e-05 NA 11 24.3802027110929 -20.1604054221857 9.33016774519851 0.000141473176947779
"1494" 1.22453341370221 -0.00351992266902037 NA -0.00398214771953047 NA -0.000756871020823443 NA 0.00134463136349131 0.00283539447144929 -5.73421186226716e-05 NA -1.46507250651073e-05 NA 11 24.3757220279912 -20.1514440559823 9.33912911140191 0.000140840698500395
"1674" 0.936223582889572 -0.000861642640749342 NA NA -0.000101853343273492 NA NA NA 0.00139614600780812 NA 0.452008770310512 -2.06389596502113e-05 NA 9 21.2174301772225 -20.1491460687307 9.34142709865353 0.000140678966367951
"2190" 0.838262635434265 -0.000967504067283591 NA -0.00146055215944979 -0.000135141172522115 NA NA NA 0.00116464633961946 NA NA NA -0.0241692248790628 9 21.2129536109893 -20.1401929362643 9.35038023111993 0.000140050615134671
"1585" 0.723683643026786 NA NA NA NA -0.000115286200812651 -2.07730518903121e-05 NA NA NA 0.26063660835478 -9.27983837353799e-06 NA 8 19.7445044998121 -20.1401717903218 9.35040137706245 0.00014004913439137
"3224" 1.30958020134454 -0.00188103642241709 -3.1440712727315e-05 -0.00399267488363914 NA -0.000573980847536965 NA NA 0.00204577961317969 NA NA -1.23841726722443e-05 -0.0165647871515339 11 24.3659457822697 -20.1318915645394 9.35868160284484 0.000139470513768514
"589" 0.520182505966385 NA NA -0.000919333531223616 -4.64365406256315e-05 NA NA 0.000384861543673868 NA NA -0.321093857059449 NA NA 8 19.7358436099062 -20.1228500105101 9.36772315687414 0.000138841421739459
"1923" 0.737972922968358 NA -4.23661141593756e-05 NA NA NA NA NA 0.000818614142379384 -7.19940309535939e-05 0.53676292756256 -9.32350342820689e-06 NA 9 21.2010587666903 -20.1164032476663 9.37416991971793 0.000138394603399879
"1737" 0.901862075881912 NA NA NA -0.000104942521178791 NA NA -0.000442654336852765 0.000941898571266406 NA 0.502067291647457 -1.83479635204653e-05 NA 9 21.2009669615746 -20.116219637435 9.37435352994927 0.000138381898650495
"3144" 1.02723754215938 0.00160993663474628 -8.19961109916124e-05 -0.00251889853612743 NA NA NA -0.00136954252455913 NA NA NA -6.73511483582675e-06 -0.0102299726194996 10 22.7400655859384 -20.1142775133403 9.37629565404396 0.000138247586463963
"1592" 1.17915056552312 0.000292109449044034 -4.98742917679156e-05 -0.0042357743863057 NA -0.000403641003163962 -4.76577072412322e-05 NA NA NA 0.878221599275594 -1.46529088870018e-05 NA 11 24.357127175991 -20.1142543519821 9.37631881540219 0.000138245985472297
"1605" 0.58557168716928 NA NA -0.000786203675218545 NA NA NA 0.000398790062195936 NA NA -0.138189363490278 -6.76467478903915e-06 NA 8 19.7268585687246 -20.1048799281468 9.38569323923743 0.000137599513500772
"206" 0.730893901929781 0.0016390427350796 NA -0.00140250217489664 -0.000120474899031298 NA NA -0.00118022787380637 -0.000176498125498391 NA NA NA NA 9 21.1908677281395 -20.0960211705648 9.3945519968195 0.000136991380952986
"1240" 1.29621022777937 -0.00316170909693504 -1.12563479797736e-05 -0.0038311734233997 NA -0.000654343678266844 NA 0.000900181047959587 0.00271709698525991 NA NA -2.04282471391007e-05 NA 11 24.3473336318232 -20.0946672636464 9.3959059037378 0.000136898675545939
"110" 0.733133241693719 0.00112159242908334 NA -0.00145673459572998 -0.000121366166333321 NA -4.94704215488159e-06 -0.000844676792847581 NA NA NA NA NA 9 21.1898411976078 -20.0939681095013 9.39660505788295 0.000136850827271519
"783" 0.708122644118526 NA -0.000196304581911038 -0.00310823649650435 0.000425731484226904 NA NA NA NA 3.26686870340953e-05 -0.386842805327277 NA NA 9 21.1860460679352 -20.0863778501561 9.40419531722819 0.000136332444922524
"2401" 0.428502635423731 NA NA NA NA NA -1.13466410702094e-05 0.000710333568691436 NA -7.25116930755809e-05 NA NA 0.0121791973483401 8 19.714142479406 -20.0794477495097 9.41112541787454 0.000135860863638466
"1655" 1.18541416461908 NA -5.10701733458317e-05 -0.00429930688848826 NA -0.000401062953525075 -5.37640662223912e-05 0.000281875853706288 NA NA 0.8704204536966 -1.52387799021354e-05 NA 11 24.3394915712172 -20.0789831424344 9.41159002494984 0.000135829306344793
"3719" 0.942146978638104 NA -6.61976056260437e-05 -0.00207848801991021 NA NA NA NA 0.000843238659338861 NA 0.364385966892379 -1.76470036994382e-05 0.00306247192077343 10 22.7222602156586 -20.0786667727806 9.41190639460369 0.000135807821908778
"1543" 0.773431082024153 NA -3.34775359046089e-05 -0.00141326706589055 NA NA NA NA NA NA -0.513964655076235 -4.91174477224693e-06 NA 8 19.7133729478839 -20.0779086864655 9.41266448091871 0.000135756354637922
"1909" 0.907741782692159 NA NA -0.00471589586716665 NA -0.000783010856288666 -4.4436292847989e-05 0.000872888391104796 NA -0.000170567924343207 1.05170456629675 5.08283234995427e-06 NA 11 24.3387155082194 -20.0774310164387 9.41314215094554 0.00013572393513875
"1270" 1.28840159036385 -0.00352213206201552 NA -0.00397175044133895 NA -0.000724913275278662 -5.66962896288261e-06 0.00121761102655157 0.00273831652235219 NA NA -2.04428498794587e-05 NA 11 24.3348252661569 -20.0696505323138 9.42092263507046 0.000135196961868781
"345" 0.447989286741491 NA NA NA -1.76501687092381e-05 -0.000140870513949025 NA 0.000799963872401929 NA -8.42176348577011e-05 NA NA NA 8 19.7084573527249 -20.0680774961474 9.4224956712368 0.000135090668819664
"813" 0.871220344311242 NA NA -0.00205360959624359 -0.000137552745908671 NA -4.2387080838545e-05 NA NA -3.39919172611007e-05 0.555170727465349 NA NA 9 21.1740741205889 -20.0624339554635 9.42813921192078 0.000134710011293547
"339" 0.445158187726899 NA -7.48486462371886e-06 NA NA -0.000122660370366041 NA 0.00078656684249712 NA -8.15808900871115e-05 NA NA NA 8 19.7020736024278 -20.0553099955533 9.43526317183098 0.000134231030499991
"1246" 1.28864574445362 -0.00332209005293646 NA -0.00387821310754302 -4.13889792785288e-06 -0.000712637254562453 NA 0.000995168612664668 0.00277652390828299 NA NA -2.03054955832751e-05 NA 11 24.327350940482 -20.054701880964 9.43587128642025 0.000134190222780257
"224" 0.983198062504944 -0.00171342740633123 -0.000457010525245393 -0.00454234539025327 0.000848979731035391 0.000535159194687802 NA 0.00011333664917084 0.00192686328725436 NA NA NA NA 11 24.3248744050377 -20.0497488100754 9.44082435730886 0.00013385830710737
"1797" 0.708640336364579 NA NA -0.000854232677885239 NA NA NA NA NA 8.78945902556207e-05 -0.321276492773733 -1.46291928825114e-05 NA 8 19.6984758033787 -20.048114397455 9.44245876992921 0.000133748961938999
"192" 0.98776820242498 -0.00151203624700545 -0.000451748438723362 -0.00452391680023456 0.00083537893454438 0.000528099797710396 -5.47225519810664e-08 NA 0.00182445782198547 NA NA NA NA 11 24.3218430828934 -20.0436861657869 9.44688700159737 0.000133453153842118
"712" 0.868614781183446 0.00226645039332951 -7.38370456709798e-05 -0.00254429212256168 NA NA NA -0.00187317461035637 -7.04668059918395e-05 NA 0.5956263162435 NA NA 10 22.7042145689681 -20.0425754793997 9.44799768798456 0.000133379062116541
"1361" 0.455807553168166 NA NA NA NA -0.000154939058540448 NA 0.000722184127210153 NA -6.73157752431034e-05 NA -1.25748158096232e-06 NA 8 19.6928150181141 -20.0367928269259 9.45378034045838 0.000132993976706832
"1265" 0.818088040096826 NA NA NA NA -0.000222708182172203 4.37255804444415e-05 -0.00115066572473874 0.00168054291401937 NA NA -1.27658631939632e-05 NA 9 21.1612177109086 -20.0367211361029 9.45385203128131 0.000132989209568455
"3141" 0.578674646994502 NA NA -0.000796521418121471 NA NA NA 0.000423344835889249 NA NA NA -7.08436458454771e-06 -0.000662727826429021 8 19.6904127294723 -20.0319882496423 9.45858491774197 0.000132674870233553
"797" 0.738122293446004 NA NA -0.0030275840018651 6.54480314446174e-05 -0.000577470798912174 NA NA NA 1.91818806435219e-05 -0.392638189089043 NA NA 9 21.1588463021683 -20.0319783186222 9.45859484876203 0.00013267421143679
"1349" 0.581665798669128 NA NA -0.000795128706037274 NA NA NA 0.000420138087176118 NA 3.73954431725721e-06 NA -7.66379751673406e-06 NA 8 19.6903883774052 -20.0319395455081 9.45863362187617 0.00013267163936555
"886" 0.968676520648295 0.000164567303396345 NA -0.00459522783090548 NA -0.000752877258603349 -4.15282078301435e-05 0.000566738814290446 NA -0.000129352846331897 1.01657295772308 NA NA 11 24.3150800433309 -20.0301600866618 9.46041308072245 0.000132553650001478
"3121" 0.697298197212347 NA NA NA NA -0.000129907137647637 -1.52582461237277e-05 NA NA NA NA -7.11837753134122e-06 -0.00303761648965907 8 19.6894280705457 -20.030018931789 9.4605542355952 0.000132544295034808
"3715" 0.761579622154944 NA -3.1929809712863e-05 NA NA NA NA NA 0.000768388988976614 NA 0.396984077565861 -1.94178355393887e-05 0.0128159416448364 9 21.1552549142581 -20.024795542802 9.46577762458229 0.000132198581474923
"3254" 1.28599188993395 -0.00234353741124008 NA -0.00392314149490398 NA -0.000738716062795062 1.50971409234767e-05 NA 0.00258356821217608 NA NA -1.31139796176342e-05 -0.0142742805223536 11 24.3082119588019 -20.0164239176037 9.47414924978053 0.000131646379500252
