scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,broad_category,specific_category,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
Anthanassa ptolyca,Darkened Crescent,Insecta,201535,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Anthanassa,NA,Anthanassa ptolyca,,,,
Eurema blanda,Three-spotted Grass Yellow,Insecta,145641,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Eurema,NA,Eurema blanda,,,,
Papilio helenus,Red Helen Swallowtail,Insecta,141617,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Papilio,NA,Papilio helenus,,,,
Polyommatinae,Blues,Insecta,58558,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,,,,NA,,,,,
Theope,,Insecta,247842,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Riodinidae,Riodininae,,Nymphidiini,Theopina,Theope,NA,,,,,
Phyciodes graphica,Vesta Crescent,Insecta,194542,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Phyciodes,NA,Phyciodes graphica,,,,
Phyciodes,Crescents,Insecta,52924,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Phyciodes,NA,,,,,
Papilio troilus troilus,,Insecta,198799,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Papilio,NA,Papilio troilus,,Papilio troilus troilus,,
Poanes yehl,Yehl Skipper,Insecta,202432,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Poanes,NA,Poanes yehl,,,,
Phoebis agarithe agarithe,,Insecta,312321,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Phoebis,NA,Phoebis agarithe,,Phoebis agarithe agarithe,,
Lon melane,Umber Skipper,Insecta,1081332,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Lon,NA,Lon melane,,,,
Ancyloxypha numitor,Least Skipper,Insecta,58481,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Apaustina,Ancyloxypha,NA,Ancyloxypha numitor,,,,
Hesperiini,,Insecta,320552,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,,,NA,,,,,
Charaxes jasius,Two-tailed Pasha,Insecta,123912,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Charaxinae,,Charaxini,,Charaxes,NA,Charaxes jasius,,,,
Murgaria albociliatus albociliatus,,Insecta,1246631,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Murgaria,NA,Murgaria albociliatus,,Murgaria albociliatus albociliatus,,
Thorybes dorantes,Dorantes Longtail,Insecta,1245921,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Thorybes,NA,Thorybes dorantes,,,,
Heraclides,New World Giant Swallowtails and Allies,Insecta,883401,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Heraclides,NA,,,,,
Heraclides rogeri pharnaces,Pink-spotted Swallowtail,Insecta,312782,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Heraclides,NA,Heraclides rogeri,,Heraclides rogeri pharnaces,,
Papilionini,Fluted Swallowtails,Insecta,207785,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,,NA,,,,,
Achlyodes pallida,Pale Sicklewing,Insecta,130474,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Achlyodini,Achlyodina,Achlyodes,NA,Achlyodes pallida,,,,
Anartia fatima fatima,,Insecta,312873,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Victorinini,,Anartia,NA,Anartia fatima,,Anartia fatima fatima,,
Eurytides marcellus,Zebra Swallowtail,Insecta,83086,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Leptocircini,,Eurytides,NA,Eurytides marcellus,,,,
Satyrium esculi,False Ilex Hairstreak,Insecta,199980,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Satyrium,NA,Satyrium esculi,,,,
Glaucopsyche melanops,Black-eyed Blue,Insecta,320934,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Scolitantidina,Glaucopsyche,NA,Glaucopsyche melanops,,,,
Satyrium spini,Blue-spot Hairstreak,Insecta,208988,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Satyrium,NA,Satyrium spini,,,,
Satyrium fuliginosa,Western Sooty Hairstreak,Insecta,230442,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Satyrium,NA,Satyrium fuliginosa,,,,
Eurema daira,Barred Yellow,Insecta,67324,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Eurema,NA,Eurema daira,,,,
Cercyonis pegala,Common Wood-Nymph,Insecta,58606,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Cercyonina,Cercyonis,NA,Cercyonis pegala,,,,
Argynnis zerene puntareyes,,Insecta,1456659,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis zerene,,Argynnis zerene puntareyes,,
Zerynthia rumina,Spanish Festoon,Insecta,245872,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Parnassiinae,,Zerynthiini,,Zerynthia,NA,Zerynthia rumina,,,,
Coenonympha california ochracea,Ochre Ringlet,Insecta,1267561,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Coenonymphina,Coenonympha,NA,Coenonympha california,,Coenonympha california ochracea,,
Notamblyscirtes simius,Simius Skipper,Insecta,226000,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Notamblyscirtes,NA,Notamblyscirtes simius,,,,
Anthanassa,,Insecta,132340,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Anthanassa,NA,,,,,
Anthanassa tulcis,Pale-banded Crescent,Insecta,194134,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Anthanassa,NA,Anthanassa tulcis,,,,
Pompeius pompeius,Pompeius Skipper,Insecta,148737,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Pompeius,NA,Pompeius pompeius,,,,
Thorybes dorantes dorantes,,Insecta,1245922,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Thorybes,NA,Thorybes dorantes,,Thorybes dorantes dorantes,,
Polygonia comma,Eastern Comma,Insecta,54064,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Polygonia,NA,Polygonia comma,,,,
Aricia cramera,Southern Brown Argus,Insecta,337771,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Aricia,NA,Aricia cramera,,,,
Argynnis hesperis,Northwestern Fritillary,Insecta,1456568,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis hesperis,,,,
Argynnis zerene gloriosa,Glorious Silverspot,Insecta,1456664,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis zerene,,Argynnis zerene gloriosa,,
Hesperia comma hulbirti,Hulbirt's Skipper,Insecta,629165,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hesperia,NA,Hesperia comma,,Hesperia comma hulbirti,,
Tharsalea helloides,Purplish Copper,Insecta,1360298,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Tharsalea,NA,Tharsalea helloides,,,,
Agriades glandon,Arctic Blue,Insecta,367948,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Agriades,NA,Agriades glandon,,,,
Dione moneta poeyii,Mexican silverspot,Insecta,312599,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dione,NA,Dione moneta,,Dione moneta poeyii,,
Thymelicus,,Insecta,58493,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Thymelicina,Thymelicus,NA,,,,,
Thymelicus acteon,Lulworth Skipper,Insecta,362093,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Thymelicina,Thymelicus,NA,Thymelicus acteon,,,,
Pseudophilotes abencerragus,False Baton Blue,Insecta,467564,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Scolitantidina,Pseudophilotes,NA,Pseudophilotes abencerragus,,,,
Pararge aegeria,Speckled Wood,Insecta,52592,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Lethina,Pararge,NA,Pararge aegeria,,,,
Pyrisitia nise,Mimosa Yellow,Insecta,122377,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Pyrisitia,NA,Pyrisitia nise,,,,
Coliadinae,Yellows and Sulphurs,Insecta,119556,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,,NA,,,,,
Celastrina neglecta,Summer Azure,Insecta,82792,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Lycaenopsina,Celastrina,NA,Celastrina neglecta,,,,
Dione moneta,Mexican Silverspot,Insecta,130348,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dione,NA,Dione moneta,,,,
Colias croceus,Clouded Yellow,Insecta,143294,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Colias,NA,Colias croceus,,,,
Nascus phocus,Common Scarlet-eye,Insecta,257741,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Phocidini,,Nascus,NA,Nascus phocus,,,,
Pholisora,,Insecta,58480,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Carcharodini,,Pholisora,NA,,,,,
Heliconius charithonia vazquezae,,Insecta,430566,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Heliconius,NA,Heliconius charithonia,,Heliconius charithonia vazquezae,,
Poanes viator,Broad-winged Skipper,Insecta,58511,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Poanes,NA,Poanes viator,,,,
Panoquina panoquin,Salt Marsh Skipper,Insecta,126606,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Calpodina,Panoquina,NA,Panoquina panoquin,,,,
Autochton potrillo potrillo,Potrillo Skipper,Insecta,1225894,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Autochton,NA,Autochton potrillo,,Autochton potrillo potrillo,,
Chioides albofasciatus,White-striped Longtail,Insecta,148800,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Chioides,NA,Chioides albofasciatus,,,,
Pyrgus scriptura,Small Checkered-Skipper,Insecta,122363,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Pyrgus,NA,Pyrgus scriptura,,,,
Hesperia viridis,Green Skipper,Insecta,221226,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hesperia,NA,Hesperia viridis,,,,
Hesperia woodgatei,Apache Skipper,Insecta,221227,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hesperia,NA,Hesperia woodgatei,,,,
Polites otho,Southern Broken Dash,Insecta,1363180,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites otho,,,,
Spialia sertorius,Red-underwing Skipper,Insecta,362090,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Carcharodini,Carcharodina,Spialia,NA,Spialia sertorius,,,,
Calpodes ethlius,Brazilian Skipper,Insecta,53866,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Calpodina,Calpodes,NA,Calpodes ethlius,,,,
Thorybes pylades,Northern Cloudywing,Insecta,58469,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Thorybes,NA,Thorybes pylades,,,,
Copaeodes aurantiaca,Orange Skipperling,Insecta,129415,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Thymelicina,Copaeodes,NA,Copaeodes aurantiaca,,,,
Microtia elva elva,,Insecta,312446,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Microtia,NA,Microtia elva,,Microtia elva elva,,
Strymon melinus pudica,,Insecta,346149,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Strymonina,Strymon,NA,Strymon melinus,,Strymon melinus pudica,,
Joanna joanna,Joanna's Skipper,Insecta,148631,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Moncina,Joanna,NA,Joanna joanna,,,,
Satyrium liparops,Striped Hairstreak,Insecta,58541,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Satyrium,NA,Satyrium liparops,,,,
Vernia verna,Little Glassywing,Insecta,1363161,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Vernia,NA,Vernia verna,,,,
Zariaspes mythecus,Godman's Skipper,Insecta,257607,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Moncina,Zariaspes,NA,Zariaspes mythecus,,,,
Phoebis statira statira,,Insecta,1462163,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Phoebis,NA,Phoebis statira,,Phoebis statira statira,,
Lycaena hypophlaeas,American Copper,Insecta,1456448,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Lycaena,NA,Lycaena hypophlaeas,,,,
Melanis pixe,Red-bordered Pixie,Insecta,148506,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Riodinidae,Riodininae,,Riodinini,,Melanis,NA,Melanis pixe,,,,
Leptophobia aripa elodia,,Insecta,312353,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Pierina,Leptophobia,NA,Leptophobia aripa,,Leptophobia aripa elodia,,
Danaus gilippus thersippus,Striated Queen,Insecta,51748,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Danainae,,Danaini,Danaina,Danaus,NA,Danaus gilippus,,Danaus gilippus thersippus,,
Catasticta nimbice,Mexican Dartwhite,Insecta,130661,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Catasticta,NA,Catasticta nimbice,,,,
Tharsalea dorcas,Dorcas Copper,Insecta,1360310,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Tharsalea,NA,Tharsalea dorcas,,,,
Euphyes conspicua,Black Dash,Insecta,58522,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Euphyes,NA,Euphyes conspicua,,,,
Celaenorrhinus,Flats,Insecta,125583,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Tagiadinae,,Celaenorrhinini,,Celaenorrhinus,NA,,,,,
Urbanus proteus proteus,,Insecta,312281,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Urbanus,NA,Urbanus proteus,,Urbanus proteus proteus,,
Anatrytone logan,Delaware Skipper,Insecta,58509,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Anatrytone,NA,Anatrytone logan,,,,
Hesperia leonardus,Leonard's Skipper,Insecta,58495,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hesperia,NA,Hesperia leonardus,,,,
Strymon albata,White Scrub-Hairstreak,Insecta,294015,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Strymonina,Strymon,NA,Strymon albata,,,,
Myscelia cyaniris alvaradia,,Insecta,312397,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Biblidinae,,Catonephelini,,Myscelia,NA,Myscelia cyaniris,,Myscelia cyaniris alvaradia,,
Asterocampa clyton,Tawny Emperor,Insecta,58587,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Apaturinae,,,,Asterocampa,NA,Asterocampa clyton,,,,
Coenonympha california insulana,Vancouver Ringlet,Insecta,1267552,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Coenonymphina,Coenonympha,NA,Coenonympha california,,Coenonympha california insulana,,
Phyciodes tharos tharos,,Insecta,237913,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Phyciodes,NA,Phyciodes tharos,,Phyciodes tharos tharos,,
Hesperia,Branded Skippers,Insecta,58470,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hesperia,NA,,,,,
Calpodes longirostris,Hiding saliana,Insecta,1266118,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Calpodina,Calpodes,NA,Calpodes longirostris,,,,
Argynnis zerene hippolyta,Oregon Silverspot,Insecta,1456665,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis zerene,,Argynnis zerene hippolyta,,
Argynnis hydaspe rhodope,Rhodope Fritillary,Insecta,1456680,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis hydaspe,,Argynnis hydaspe rhodope,,
Euphilotes enoptes smithi,Smith's Blue,Insecta,210813,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Scolitantidina,Euphilotes,NA,Euphilotes enoptes,,Euphilotes enoptes smithi,,
Callophrys henrici,Henry's Elfin,Insecta,127303,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Callophrys,NA,Callophrys henrici,,,,
Siproeta stelenes biplagiata,,Insecta,245925,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Victorinini,,Siproeta,NA,Siproeta stelenes,,Siproeta stelenes biplagiata,,
Chlosyne theona mullinsi,,Insecta,490184,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Chlosyne,NA,Chlosyne theona,,Chlosyne theona mullinsi,,
Zopyrion sandace,Sandy Skipper,Insecta,257817,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Zopyrion,NA,Zopyrion sandace,,,,
Callophrys dumetorum,Lotus Hairstreak,Insecta,346970,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Callophrys,NA,Callophrys dumetorum,,,,
Cymaenes trebius,Fawn-spotted Skipper,Insecta,257475,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Moncina,Cymaenes,NA,Cymaenes trebius,,,,
Heliopetes macaira macaira,,Insecta,430079,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Heliopetes,NA,Heliopetes macaira,,Heliopetes macaira macaira,,
Philotes sonorensis,Sonoran Blue,Insecta,59153,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Scolitantidina,Philotes,NA,Philotes sonorensis,,,,
Ithomiini,Clearwings and Tigerwings,Insecta,134170,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Danainae,,Ithomiini,,,NA,,,,,
