"","(Intercept)","bee_rich","bio1","bio12","bio15","bio16","bio17","bio4","bio5","bio6","et0","srad","wind.1","df","logLik","AICc","delta","weight","rsqs"
"744",0.524865956526263,0.000175757860444748,-0.00436951025808447,-0.000190833310504237,NA,NA,0.000856044829088593,-0.000109865063832171,0.00600147495716548,NA,-0.000404774619695434,NA,NA,11,18.5586765018226,-2.54592443221667,14.9004766634941,1.97209181822948e-05,0.265
"3010",0.123211606450848,0.000129165357805346,NA,NA,NA,NA,NA,-6.25818137477223e-05,0.00325095304572171,-0.00178862533634282,-0.000289449723418874,NA,0.0408484322348046,10,16.2725712576107,-2.54514251522139,14.9012585804894,1.97132096287106e-05,0.157
"2670",1.13040468667355,0.000136129053739535,NA,-0.000141742527842898,-0.00331564566644285,NA,0.00023827680373037,-3.5924491950263e-05,NA,NA,-0.000131812657053411,NA,-0.0253128193108765,11,18.5561891809184,-2.54094979040827,14.9054513053025,1.96719268840482e-05,0.26
"2080",0.713805146388245,6.31673801290357e-05,-1.42693223565572e-05,-8.70825854024275e-05,-0.00230452310020413,0.000101626781349625,NA,NA,NA,NA,NA,NA,-0.0264779560191288,10,16.2686440937662,-2.53728818753248,14.9091129081783,1.96359444404281e-05,0.152
"423",0.436169942961284,NA,0.00346216734138444,-5.0503145263968e-05,NA,NA,0.000245843919407743,NA,-0.00136087154044807,-0.00195952553348345,NA,NA,NA,9,14.1805178882296,-2.53494881993753,14.9114522757733,1.9612990021691e-05,0.044
"2824",0.454724625392738,0.000120536952121515,0.00167350278979366,-3.58434146352848e-05,NA,NA,NA,NA,NA,-0.000715844779205642,-0.000197147378973765,NA,0.0156485920022125,10,16.2597303053386,-2.5194606106773,14.9269404850335,1.94616915665151e-05,0.155
"2375",0.523091520318618,NA,0.000511836249975311,-1.69558694734716e-05,NA,NA,NA,-2.46096610252784e-06,NA,-0.000589314900347316,NA,NA,-0.0237883316142244,9,14.1692681557563,-2.51244935499078,14.93395174072,1.93935855655778e-05,0.043
"1224",0.833352911316367,9.53172592302677e-05,-0.000903060257243496,-1.75966316744184e-05,NA,NA,NA,-2.41957850453043e-05,0.000997485781553376,NA,NA,-2.72536355279709e-05,NA,10,16.2526670285563,-2.50533405711254,14.9410670385983,1.93247125820561e-05,0.155
"2640",1.04669564321956,0.000132549219795804,0.000427683452101784,-0.000111879061571388,-0.0034970240258826,NA,NA,-2.62364700767422e-05,NA,NA,-0.000168699970016711,NA,-0.00935927348413828,11,18.5377000989224,-2.50397162641632,14.9424294692945,1.93115527740878e-05,0.259
"1360",1.27844182106078,0.000117002414385596,0.000257506515992751,-9.02635410023624e-05,-0.00341701538326772,NA,NA,-4.37222812289629e-05,NA,-0.000358597751451235,NA,-2.56894400208093e-05,NA,11,18.5373923954222,-2.50335621941584,14.943044876295,1.93056114558333e-05,0.26
"1800",0.722520153737792,0.000106859277866889,0.000391492458122882,-2.8407448026566e-05,NA,NA,NA,NA,NA,-1.21165215198428e-05,-8.39297225857148e-05,-1.36134281164499e-05,NA,10,16.2507657292704,-2.50153145854079,14.94486963717,1.92880054265262e-05,0.155
"1608",0.727579169852208,0.000106836753346374,0.000370556367419561,-2.8293718908699e-05,NA,NA,NA,-1.24853943195899e-07,NA,NA,-8.19484610649316e-05,-1.39200376545011e-05,NA,10,16.250750039444,-2.50150007888795,14.9449010168229,1.92877028034431e-05,0.155
"881",0.584661202732622,NA,NA,NA,NA,-6.41595481649329e-05,-4.84093742547976e-05,2.11345443137399e-05,NA,0.000581091458974714,-0.000110439846131687,NA,NA,9,14.1611413732829,-2.49619579004412,14.9502053056667,1.92366168037104e-05,0.043
"3846",0.811196120681648,0.000107488917525068,NA,-2.50541862592535e-05,NA,NA,NA,NA,NA,0.00028389486218056,-5.09966586659484e-05,-2.02109193833997e-05,0.00464649947651095,10,16.2478773716613,-2.49575474332252,14.9506463523883,1.92323751480317e-05,0.155
"2247",0.599570831936635,NA,0.00032916126835337,-1.99353019726017e-05,NA,NA,NA,1.36703012637414e-05,-0.000432462565859929,NA,NA,NA,-0.0276878876621272,9,14.1602893269672,-2.49449169741267,14.9519093982981,1.92202332959806e-05,0.042
"3469",1.18096309709616,NA,NA,-7.72285765656517e-05,-0.00264731921898311,NA,NA,NA,-0.000454919862369275,0.000427442546132583,NA,-1.57667201947531e-05,-0.0222882476767179,10,16.2463789900859,-2.49275798017172,14.9536431155391,1.92035792904375e-05,0.155
"2348",0.925033678333003,7.21581197943342e-05,-0.00133875551831198,NA,-0.00309299338569075,NA,-0.000433205608201582,NA,NA,0.000981607227583263,NA,NA,-0.0317468933690311,10,16.2462694969072,-2.49253899381449,14.9538621018963,1.92014767446095e-05,0.151
"3278",1.30481238943804,0.000114036406322204,NA,-9.36623480206764e-05,-0.00341817697099888,NA,NA,-3.52977529854888e-05,-0.00010352533657518,NA,NA,-2.42798676864773e-05,-0.00745290421556297,11,18.531243288804,-2.49105800617933,14.9553430895315,1.91872634328759e-05,0.259
"2614",0.688738075861394,0.000108472515263861,NA,-6.67272274466782e-05,NA,-2.46867508626742e-05,0.000340732800106425,NA,NA,NA,-0.000104197024480907,NA,-0.0279481014660326,10,16.2425825662923,-2.48516513258465,14.9612359631262,1.91308125791332e-05,0.154
"1147",1.1956877558234,NA,0.000118983817646488,NA,-0.00287930534594714,-0.000118799706398514,-0.000273084380848488,-1.85404946077816e-05,NA,NA,NA,-2.30851815263168e-05,NA,10,16.2405779510109,-2.48115590202178,14.965245193689,1.9092501072636e-05,0.156
"2501",0.577724370877086,NA,NA,-1.85873570451605e-05,NA,NA,NA,4.98807528450342e-06,-3.71363784323225e-05,-8.5899218707662e-05,NA,NA,-0.0282996266571049,9,14.152735607141,-2.47938425776028,14.9670168379505,1.90755960012031e-05,0.042
"1862",0.788293610646152,0.000105850541611231,NA,-2.67535546626399e-05,NA,NA,NA,2.40003839783443e-06,NA,0.000301477786171314,-6.26212339146938e-05,-1.73138954830666e-05,NA,10,16.2396531720397,-2.47930634407942,14.9670947516314,1.90748528907283e-05,0.154
"970",0.446939915188307,0.000108101895806731,NA,NA,-0.000997009506785732,NA,NA,-4.38878330887429e-05,0.0016659713439442,-0.00129821522809196,-0.000146234991288061,NA,NA,10,16.2393545239982,-2.47870904799646,14.9676920477144,1.90691570738356e-05,0.153
"2780",0.698557857493366,0.000205162362001308,-0.00641620833804582,NA,-0.00288390119897214,-0.000419641176332417,NA,-0.000171010259816573,0.00891943153524982,NA,-0.000577078987318777,NA,0.0281726880528357,12,21.0380092931255,-2.47601858625099,14.9703825094598,1.90435219015013e-05,0.366
"2653",1.03763209914264,NA,NA,-0.00013152067249288,-0.00348521701039336,0.00010826227433345,NA,-1.73526266310897e-05,NA,NA,-5.7184314718985e-05,NA,-0.0273801090595862,10,16.2373634849874,-2.47472696997488,14.9716741257359,1.90312274104486e-05,0.154
"2350",0.708541620986123,6.69957610667362e-05,NA,-5.07164309144902e-05,-0.00217080105252943,NA,-4.72959545618237e-05,NA,NA,8.57908226614035e-05,NA,NA,-0.0261484616555283,10,16.2326054730787,-2.46521094615737,14.9811901495534,1.89408916834473e-05,0.149
"608",1.0020985864869,0.000141604319355637,0.000636829710284457,-9.28484796497412e-05,-0.00323498273792466,-5.27011957803587e-05,NA,-2.41514153884217e-05,NA,NA,-0.00019622584603988,NA,NA,11,18.5173805226684,-2.4633324739083,14.9830686218025,1.89231100656233e-05,0.259
"1401",1.20976754265559,NA,NA,NA,-0.00290634892045684,-0.000115344392786771,-0.000280690747000467,-1.76951147989147e-05,NA,9.38410572668236e-05,NA,-2.32214065626026e-05,NA,10,16.2264049817906,-2.45280996358119,14.9935911321296,1.88238121998383e-05,0.155
"435",0.432974615788595,NA,0.00355452568537574,NA,NA,-8.49161097408073e-05,9.23477923583396e-05,NA,-0.00138582737419573,-0.00204022920901192,NA,NA,NA,9,14.1346264153654,-2.4431658742091,15.0032352215017,1.87332614316323e-05,0.041
"343",0.340246846710013,NA,0.00298599183886669,5.34900134647011e-05,NA,-0.000207893426308814,NA,-4.17478300306606e-05,NA,-0.00290064208186273,NA,NA,NA,9,14.134331068834,-2.44257518114635,15.0038259145645,1.87277294448139e-05,0.041
"1416",0.920738019041557,9.66310073082147e-05,-0.00131992010643358,-1.9773990493306e-05,NA,NA,NA,NA,0.000523951174245319,0.000953850150922199,NA,-2.85302285624213e-05,NA,10,16.2196970099457,-2.43939401989137,15.0070070758194,1.86979651586857e-05,0.154
"3270",0.832578739312369,9.91903774153276e-05,NA,-1.84751462635174e-05,NA,NA,NA,-9.13412526102966e-06,0.000193263718193865,NA,NA,-2.71706982372062e-05,0.00792967909829049,10,16.2183707309318,-2.43674146186357,15.0096596338472,1.86731828776354e-05,0.154
"64",0.553234664786229,6.9300371841853e-05,0.000294407623428011,-0.000392408130776212,-0.00234978776461121,0.000685551888163993,0.000872697252716879,NA,NA,NA,NA,NA,NA,10,16.216949193126,-2.43389838625209,15.0125027094587,1.86466571003858e-05,0.151
"2096",0.717495316040972,6.55649299571899e-05,-4.38907698125257e-05,-4.55183243596989e-05,-0.00204534103258908,NA,-4.19987292776287e-05,NA,NA,NA,NA,NA,-0.030059945080807,10,16.2111815571288,-2.42236311425769,15.0240379814531,1.85394195206058e-05,0.149
"378",0.7962846375883,9.66856805801423e-05,NA,NA,-0.00310702285328729,-9.82188887215569e-05,-0.000268680403218893,-3.04347770145858e-05,NA,-0.000161633288295567,NA,NA,NA,10,16.2104751815436,-2.42095036308728,15.0254507326235,1.85263283514781e-05,0.152
"2765",0.990457347074296,NA,NA,-9.65098432809293e-05,-0.00306334774959385,NA,NA,-1.82542087362387e-05,0.000321753318400803,NA,-9.97325688655124e-05,NA,-0.0220459277821402,10,16.2100014610629,-2.42000292212572,15.0263981735851,1.85175541287329e-05,0.153
"1311",1.17153512484687,NA,-0.000706800853298772,-0.000132208629946794,-0.00305613692296817,0.00016862417639553,NA,NA,NA,0.000919903697029372,NA,-2.0975607177629e-05,NA,10,16.2091393084814,-2.41827861696285,15.028122478748,1.85015960517761e-05,0.154
"2010",0.456353485804565,0.000194256987880109,NA,NA,-0.00332270030513568,-0.00046334749939085,NA,-0.000172465735106504,0.00563473390407534,-0.00376235554300473,-0.000548178753739846,2.48535853563273e-05,NA,12,21.0083864142171,-2.41677282843423,15.0296282672766,1.84876715487251e-05,0.36
"474",0.630592426534736,0.000104469094868244,NA,NA,-0.00248634508443293,-0.000167522330966362,NA,-7.45091109782114e-05,0.00125045875699057,-0.0014427366033413,NA,NA,NA,10,16.1987372051541,-2.39747441030821,15.0489266854026,1.83101380472678e-05,0.152
"1478",0.817824760006833,9.606340336266e-05,NA,-1.88554115072616e-05,NA,NA,NA,-1.25606064999341e-05,0.000252702918234837,-0.000161973097415308,NA,-2.45461942732593e-05,NA,10,16.1975771351423,-2.39515427028465,15.0512468254262,1.82889093209927e-05,0.152
"3398",0.854010208441948,9.97174285953319e-05,NA,-1.90054992194351e-05,NA,NA,NA,-4.46807919279981e-06,NA,0.000129174599876707,NA,-2.61146046205926e-05,0.0047998352827589,10,16.1947317580527,-2.38946351610547,15.0569375796053,1.82369444423145e-05,0.152
"3144",0.840289813017288,9.96125395212249e-05,0.000132619123356707,-1.85615146655413e-05,NA,NA,NA,-6.27840992527654e-06,NA,NA,NA,-2.59484073682472e-05,0.0056033372753385,10,16.1934994431624,-2.3869988863249,15.0594022093859,1.82144846257504e-05,0.152
"188",0.817810746948244,9.50100702238426e-05,0.0011753181592829,NA,-0.002873222349791,-8.81842495627558e-05,-0.000286413451420294,NA,-0.00123045997549611,NA,NA,NA,NA,10,16.1899124771923,-2.37982495438453,15.0665761413263,1.81492669259943e-05,0.149
"407",0.429702660562834,NA,0.00349522581942791,2.30733759043834e-05,NA,-0.000118248850466913,NA,NA,-0.00134482258349732,-0.0020214535380038,NA,NA,NA,9,14.1023500374972,-2.37861311847259,15.0677879772382,1.81382732902331e-05,0.039
"3336",0.873929989781949,9.886068473718e-05,-0.000244129674901925,-1.9419450977881e-05,NA,NA,NA,NA,NA,0.000380240296720998,NA,-2.63203794227307e-05,0.00322543584464761,10,16.1882188313499,-2.37643766269971,15.0699634330111,1.81185545108408e-05,0.152
"1352",0.868622275344284,9.84521858720685e-05,-0.000180585471495549,-2.00010598680608e-05,NA,NA,NA,-2.55218542599606e-06,NA,0.000262177829675372,NA,-2.51310454606456e-05,NA,10,16.1861998227442,-2.3723996454884,15.0740014502224,1.80820098977197e-05,0.152
"733",0.875654627020763,NA,NA,-0.000145659449268799,-0.0033255241352478,0.000149039423577639,NA,-1.88166649127628e-05,0.000727381556497304,NA,-0.000137671112642856,NA,NA,10,16.1840448132322,-2.36808962646444,15.0783114692464,1.80430849512735e-05,0.152
"716",0.465460860361909,0.00011283276468804,-0.00220476027635155,NA,-0.000863097609199949,NA,NA,-4.11717182926864e-05,0.00280617132285982,NA,-0.000191300266289818,NA,NA,10,16.1824212323313,-2.36484246466253,15.0815586310483,1.80138143112082e-05,0.151
"2669",1.04848248329064,NA,NA,-8.48371477817581e-05,-0.00329445580151643,NA,-7.71045711969064e-05,-1.72585916453682e-05,NA,NA,-6.22490646902161e-05,NA,-0.0298469610895894,10,16.1809362862468,-2.3618725724936,15.0845285232172,1.7987084619168e-05,0.151
"1881",1.35028134867543,NA,NA,NA,-0.00216888547906211,-0.000150363663049282,NA,-3.72767912498366e-05,NA,-0.000422285255179514,0.000132173389823633,-4.17694762787895e-05,NA,10,16.1789728013453,-2.35794560269062,15.0884554930202,1.7951801899975e-05,0.153
"2632",0.528547524440264,0.000120124706597422,0.000862295756669905,-3.81451675478268e-05,NA,NA,NA,8.36026084677155e-06,NA,NA,-0.000189326536285074,NA,0.00857050241008425,10,16.178079840666,-2.35615968133195,15.0902414143789,1.79357788018182e-05,0.151
"840",0.525966700516894,0.000113317595524564,0.00116101024662837,-3.53783764959507e-05,NA,NA,NA,-7.61756010224792e-07,NA,-0.000511236927145008,-0.000163747367853281,NA,NA,10,16.1772649870354,-2.35452997407087,15.0918711216399,1.79211697202848e-05,0.151
"3462",0.846792357896528,9.7490460697591e-05,NA,-1.85952567152016e-05,NA,NA,NA,NA,-4.53171198825421e-05,0.000222007443030351,NA,-2.60383785120511e-05,0.00488891902291442,10,16.1770298471325,-2.35405969426505,15.0923414014458,1.79169562335756e-05,0.151
"2894",1.09796990524082,0.000129456109392278,NA,-0.000111725577609583,-0.00356754942444333,NA,NA,-2.56347797248378e-05,NA,0.000239224545780671,-0.0001494558377649,NA,-0.0166886886849989,11,18.4607709879874,-2.35011340454625,15.0962876911646,1.78816383386073e-05,0.256
"3026",0.144093376191489,0.000177122233356223,NA,NA,NA,-0.000244789557533798,NA,-0.000119656452304394,0.00533909414567741,-0.00272715811539134,-0.00049301430700904,NA,0.0593323879708942,11,18.4589371512103,-2.34644573099209,15.0999553647187,1.78488763818095e-05,0.262
"2893",1.05897709486569,NA,NA,-9.42232169068246e-05,-0.00321025854208156,NA,NA,-2.07121629731872e-05,NA,-8.91088542928223e-05,-5.43379283456905e-05,NA,-0.0330553879373434,10,16.1725406147755,-2.34508122955104,15.1013198661598,1.78367031261159e-05,0.151
"3417",1.22344558271233,NA,NA,NA,-0.00214886165547856,-0.000204600331636042,NA,-2.55250113345696e-05,NA,-0.000232901918418411,NA,-1.89852248506666e-05,-0.0262471699831494,10,16.1721378548385,-2.34427570967695,15.1021253860339,1.7829520663189e-05,0.152
"250",0.790220122262086,9.42851021927153e-05,NA,NA,-0.00308054681681063,-9.36316967030003e-05,-0.000284611423595518,-2.42233461043669e-05,-8.62930123111816e-05,NA,NA,NA,NA,10,16.1716565321376,-2.34331306427525,15.1030880314356,1.78209409751135e-05,0.149
"3654",0.851615164835044,0.00010080671072725,NA,-1.8152866756669e-05,NA,NA,NA,-7.84625895741937e-06,NA,NA,-5.70802034518009e-06,-2.37417308477829e-05,0.000263600232029448,10,16.1697100897448,-2.33942017948954,15.1069809162213,1.77862872767736e-05,0.151
"2654",1.13335985550786,0.000131377326956246,NA,-8.19375514644147e-05,-0.00345019744680391,-8.43151211939422e-05,NA,-3.41081845647846e-05,NA,NA,-0.000131401891951109,NA,-0.0249106871708796,11,18.4539405159644,-2.3364524605003,15.1099486352105,1.77599144971127e-05,0.256
"311",0.378285069229279,NA,0.000825763214934997,-0.000263785369050873,NA,0.000435737827644015,0.000794769267128997,NA,NA,-0.00055502653815722,NA,NA,NA,9,14.0808765886565,-2.33566622079136,15.1107348749195,1.77529340942676e-05,0.038
"3058",0.00464463542995813,0.000243993502636221,NA,NA,NA,-0.000540251102209804,0.000630790089299569,-0.000241870414911801,0.00879022290600102,-0.00567519292682615,-0.000649933365144714,NA,0.0739271671042758,12,20.9663761093945,-2.33275221878895,15.1136488769219,1.77270868857947e-05,0.365
"2639",1.05116896847423,NA,-8.07137408653368e-06,-9.47113725789903e-05,-0.00316750905987016,NA,NA,-1.79071440839262e-05,NA,NA,-6.2356583312111e-05,NA,-0.0312303481335193,10,16.1661005433654,-2.33220108673071,15.1142000089801,1.77222025758596e-05,0.151
"1371",1.04501538935792,NA,0.00182824303496915,NA,-0.00215686841419574,-0.000191293133798176,NA,-4.6246976370846e-05,NA,-0.00178051072374082,NA,-2.14944842603045e-05,NA,10,16.1659609377946,-2.33192187558915,15.1144792201217,1.77197286303458e-05,0.152
"467",0.401588898140375,NA,0.00296452226990034,NA,NA,-5.57395184095603e-05,NA,-8.27761895227099e-06,-0.000863531597207986,-0.00196578507033069,NA,NA,NA,9,14.0769797113081,-2.32787246609449,15.1185286296163,1.76838877075537e-05,0.038
"2173",0.919608104749649,NA,NA,-0.000380227153852241,-0.00353871824825009,0.000577088497117636,0.000733872941140862,-1.92054209018497e-05,NA,NA,NA,NA,-0.0226391324949058,10,16.1623387516759,-2.32467750335177,15.121723592359,1.76556605785269e-05,0.15
"3268",0.800079926396754,9.82001822423573e-05,-0.00120391103036087,NA,NA,NA,NA,-2.87668510692205e-05,0.00137894560732432,NA,NA,-3.10478864779398e-05,0.0118226636772715,10,16.1617634717746,-2.32352694354928,15.1228741521615,1.76455065528364e-05,0.151
"124",0.778858533486802,9.31937882711293e-05,-5.5669552166457e-05,NA,-0.00307193581257483,-9.39102540462307e-05,-0.000284797258363298,-2.50389397460698e-05,NA,NA,NA,NA,NA,10,16.1617253584905,-2.32345071698101,15.1229503787298,1.76448340374474e-05,0.149
"3215",1.11277804141346,NA,0.000634299945959584,-7.24115638167328e-05,-0.00252598741001529,NA,NA,NA,-0.000662843070574591,NA,NA,-1.40678615488013e-05,-0.0207457943602988,10,16.1609596271181,-2.32191925423613,15.1244818414747,1.76313280061193e-05,0.151
"2467",0.477693181113305,NA,0.00121791680426687,NA,NA,NA,-1.85696766232831e-05,NA,-0.00032646494935733,-0.000982419798230876,NA,NA,-0.0177828078764349,9,14.0708973067676,-2.31570765701344,15.1306934386974,1.75766535998783e-05,0.037
"1437",1.11276447417116,NA,NA,-0.000120245724465914,-0.002894342958882,0.000141885554797611,NA,NA,-0.000248103417816016,0.000474159014195759,NA,-1.93829084676156e-05,NA,10,16.1551722843625,-2.31034456872501,15.1360565269858,1.75295841649316e-05,0.151
"2499",0.477973610771694,NA,0.00129410400602037,NA,NA,NA,NA,1.47506067052528e-06,-0.00039624619817914,-0.000994144601171339,NA,NA,-0.0175630614403465,9,14.0666869686815,-2.30728698084134,15.1391141148695,1.75028055175898e-05,0.037
"3208",0.818148303918615,9.61135236498383e-05,0.000333164604709427,-1.73087746691183e-05,NA,NA,NA,NA,-0.000164134993004657,NA,NA,-2.48936058082303e-05,0.00500778215436807,10,16.1485614054898,-2.29712281097967,15.1492782847311,1.74140804186286e-05,0.15
"1732",0.688210779669408,0.00010048039559893,-0.00157797455488553,NA,NA,NA,NA,-3.07449382647518e-05,0.00185001621498295,NA,-6.81900667438464e-05,-1.99333408941646e-05,NA,10,16.1465244908992,-2.29304898179848,15.1533521139123,1.73786455253194e-05,0.15
"2403",0.474616233906763,NA,0.00071415590704802,NA,NA,NA,-1.84170143582148e-05,-3.00307808799722e-06,NA,-0.000804842783671121,NA,NA,-0.0196125921664566,9,14.0571915622345,-2.28829616794729,15.1581049277635,1.73373958241858e-05,0.036
"3357",1.02004265860814,NA,NA,-0.000100615068157913,-0.00253708819281928,0.000102959830752116,NA,NA,NA,0.000254728843333973,NA,-1.70448735090626e-05,-0.00988178132702465,10,16.1435140548152,-2.28702810963033,15.1593729860805,1.73264068937204e-05,0.149
